pheno	n	beta2	auc	pearsonr	spearmanr
BIN_FC30006157	37658	0.9391789498758261	0.5273721581184582	na	-0.020542599582308543
BIN_FC3001747	98295	1.0579849378350052	0.5283106245540702	na	0.018412393549462308
BIN_FC3002247	63683	1.0970079460968654	0.6179701274024201	na	0.014013911960776249
BIN_FC30022506	24066	1.0067034854769354	0.5830261382691188	na	0.007190730061333638
BIN_FC3006144	6804	2.42734872084875	0.5837315380383898	na	0.03077872389166837
BIN_FC3006149	32362	1.1208821442549506	0.6081707352609467	na	-0.0009274330650921287
BIN_FC3006150	3710	1.0417071036064733	0.7207914807942555	na	0.011376159068367081
BIN_FC3006152	2065	2.240278960505943	0.611511415650287	na	0.035398850812118694
BIN_FC3006153	1010	3.7572000825208245	0.6607554204502936	na	0.048309745332592406
BIN_FC3006155	21375	0.8835840285567869	0.5412972327939819	na	-0.009605635603565558
BIN_FC3006177	1567	3.6928798636129887	0.6783909761882712	na	0.05476997413857196
BIN_FC4001747	88601	1.3908432508220074	0.5461550092575723	na	0.06402685471542074
BIN_FC40020126	4041	1.469693344625824	0.5788766845914171	na	0.013637367700620897
BIN_FC40020546	19696	1.0586640012099446	0.6217434411280778	na	0.015774645100100838
BIN_FC40020549	10790	1.217001342482897	0.6080962155155699	na	0.017642867476575688
BIN_FC4002395	25670	1.0264705547539252	0.5705984023123106	na	-0.000516782798193735
BIN_FC4006144	47460	1.1065161892053959	0.6001885115424834	na	0.01145937125903862
BIN_FC4006150	64752	0.9857023154742272	0.6599515751744792	na	0.013061376857678293
BIN_FC4006152	27866	1.2870333401830114	0.5534953411232562	na	0.017994040256113168
BIN_FC4006153	10005	0.6718562890108414	0.5360515833363424	na	-0.019088503344371878
BIN_FC4006155	12638	1.1078786073584574	0.6205238349158073	na	0.0008978780454859765
BIN_FC4006177	27563	1.0940654960366123	0.6977756017831085	na	0.019536842127559663
BIN_FC5001747	10102	10.39720955249132	0.831126115716809	na	0.18018394528058332
BIN_FC50020126	7165	0.9540168806866175	0.634132937253816	na	-0.020151029750980307
BIN_FC5002395	30123	1.0542315274902632	0.5664824233751705	na	0.0234070304125742
BIN_FC5006148	2271	0.6290125052006752	0.7283165688219418	na	-0.0234815899493959
BIN_FC5006152	56072	0.7926992348002734	0.5787358457169915	na	-0.0319353786541712
BIN_FC5006177	28750	1.055753177560523	0.6830577499666138	na	0.012227809443357253
BIN_FC6001747	3015	2.8382386583852446	0.6571502958076534	na	0.03682562113493345
BIN_FC60020126	3833	1.4168402951949803	0.5929245430467853	na	0.0058710624114379625
BIN_FC6002395	20679	1.1558608456144355	0.5607422235963408	na	0.02934045210334617
BIN_FC6006149	41061	1.1062551034259542	0.7182072466913882	na	0.03440911933688987
BIN_FC6006152	5067	4.018319808360969	0.6409623777078731	na	0.04298562908126435
BIN_FC6006153	17263	0.9332817018048943	0.7106563455288204	na	0.011481474275744849
BIN_FC6006154	7372	1.3290730636940127	0.655896098100194	na	0.013262443470240878
BIN_FC6006155	5269	1.7651947229467566	0.6001242398486724	na	0.017234305840461116
BIN_FC6006177	1567	3.485185228299934	0.6351138052550406	na	0.04543692933436818
BIN_FC7001747	185509	1.3567455285105126	0.5521508830173097	na	0.05936950464420773
BIN_FC7006153	23198	1.1334364971795148	0.6883975522963717	na	0.019424564043828824
BIN_FC7006154	34240	1.1200405705318623	0.6855525044881053	na	0.019969679364000285
BIN_FC7006155	4694	1.467944101443337	0.5850846906228693	na	0.022922887371305524
BIN_FC7006179	77051	0.996193657921624	0.627470548621937	na	0.011596736377640684
BIN_FC8006152	2065	3.469410609503615	0.625695364628218	na	0.03177342144156413
BIN_FC8006153	1010	3.75579186363404	0.6426473476847396	na	0.040346857186782575
BIN_FC8006154	36563	0.8045714571422391	0.5994474617693254	na	-0.028559570694585562
BIN_FC8006179	47629	1.1078279335801458	0.651449813998653	na	0.02419590210072849
BIN_FC9006152	27866	1.6326525397934315	0.5720884752688127	na	0.06608099940772894
BIN_FC9006153	10005	0.6831700984522607	0.5234289793225628	na	-0.01660433094768923
BIN_FC9006154	53600	0.8953320355762074	0.5737833473207008	na	-0.00798307517643781
BIN_FC9006179	16798	0.9696364908267016	0.7309434425669544	na	-0.00014617040212268565
cancer1002	8657	2.0609510016923216	0.8070674459180307	na	0.05725058639052675
cancer1003	16214	2.3156489231885633	0.6846739908527748	na	0.08985764396529397
cancer1020	3568	1.8335227368815672	0.6909992923407652	na	0.023038044341535977
cancer1022	2619	1.4862354706607308	0.6927757831502399	na	0.013243743149395765
cancer1023	1681	1.544557315098032	0.6792224269654952	na	0.018292465682951845
cancer1037	3768	1.3934648255682294	0.7526173041396063	na	0.0027009558909296925
cancer1038	2645	2.0468793945426467	0.7060759334297986	na	0.020335770746531947
cancer1041	2117	0.7029897405974485	0.7739794141944168	na	-0.016122241632601057
cancer1044	5496	3.1074003808769257	0.8941779160233275	na	0.07300146789823025
cancer1047	1513	1.1330587922661144	0.6188315451338504	na	-0.0034862702857332262
cancer1053	1213	0.9993488962376542	0.6500512186484146	na	-0.005136246779138674
cancer1059	3263	2.119905881342188	0.6104696328110697	na	0.026373602169724834
cancer1060	14502	2.5155823470021508	0.6981053042387965	na	0.09268211264120968
FH1001	86443	1.1324550567699723	0.580921556179999	na	0.023711758508735855
FH1002	43740	1.296050809114317	0.5704114567779084	na	0.036730443993848304
FH1044	24010	1.6828778792428163	0.5877122440323036	na	0.05334187487699881
FH1065	139501	1.6593383937589194	0.5561654183295072	na	0.09006029087316415
FH1113	54918	1.1417099485966258	0.5773759214082465	na	0.01824888387628757
FH1220	55372	1.502589437750013	0.5523836965145758	na	0.07539842415656149
FH1263	36336	1.8974205723992987	0.6061275608704326	na	0.06613908358133011
HC125	13771	1.2605387100492258	0.576517609665236	na	0.015864115065882884
HC132	14287	1.6457214987557083	0.7256618372351847	na	0.042094771096244876
HC136	2208	1.6343321469220538	0.6847595964713975	na	0.022089104428700386
HC140	1487	6.268381844808224e-124	0.5995246609534587	na	-0.007169860705361767
HC142	3524	1.1608448703235386	0.5746348997044215	na	0.014596195467255924
HC144	4990	1.2780710613461843	0.5798187060076361	na	0.014299298089793584
HC151	1091	4.268306106225557	0.6961409151282191	na	0.037876046675405374
HC155	1346	inf	0.5255698648899803	na	-0.009041052488613352
HC156	3515	2.27356433454143	0.6386725263398603	na	0.0371619978790351
HC158	2204	1.5831144817177212	0.6124531953232633	na	-0.0046692937837364374
HC164	25071	1.1057624188336628	0.5795989555361482	na	0.018219443179578416
HC165	1905	1.9737546738714367	0.6561891386407137	na	0.005285653667331161
HC166	4909	3.8352954032586046	0.6407230584288042	na	0.04176106812909733
HC169	735	1.7385210562117477	0.6590857101912604	na	-0.007494512221851879
HC176	4308	1.4912852904551006	0.5436052649262862	na	0.01731936166273811
HC178	1124	1.3706489392247907	0.599305960275296	na	0.011818034945031043
HC179	6953	1.1805425207719595	0.5659149016940358	na	-0.002988082819132461
HC182	889	8.660020115506546	0.749296578328888	na	-0.0009999450253210624
HC188	11899	2.7446717750536824	0.6671058846431525	na	0.07631187834748265
HC193	1365	1.3031942239677133e-139	0.6070386322296769	na	-0.007542409708343008
HC201	2326	2.390958530727911	0.5856133067700144	na	0.02343928012452214
HC202	861	2.1268707361177777	0.5533674714308362	na	-0.003843097659860928
HC203	4086	2.8984488278658036	0.6461297056580488	na	0.04270490528592339
HC205	3882	0.6994784759294035	0.636227646306985	na	-0.0057885416123379385
HC206	1027	1.156623009646484e-135	0.7392676088705531	na	-0.0020340928282724133
HC209	1763	1.5616461626565994	0.6206135084515317	na	-0.0032927832148115332
HC215	80334	1.8872137313178443	0.686461138701159	na	0.11123627254909453
HC219	15098	1.7535266092775805	0.7155366065422134	na	0.07470482029283544
HC221	16269	1.6001033101991193	0.6659230315859046	na	0.06892531014145095
HC225	10552	2.5119942782568403	0.6451749837527251	na	0.06209777778932758
HC22	7552	1.5010225160946296	0.760097915157748	na	0.03614711067669616
HC240	1258	1.0257011096182522e-148	0.6417162910484877	na	-0.008019257359455606
HC243	11165	1.761429697034034	0.8053463043684204	na	0.03944370592551863
HC259	1510	0.7240239293875711	0.7484888774336518	na	-0.009318939211070427
HC25	17853	1.4646338264657455	0.7379441632783886	na	0.02930564873972344
HC261	9156	2.0557899308499477	0.5577883565100438	na	0.0350163437780149
HC262	2991	0.9894266709609646	0.6614578354492244	na	0.0006334414702290744
HC269	31711	2.1166993148180624	0.7115824373213537	na	0.11061784111784441
HC273	53263	1.6526781205076113	0.7038519673206903	na	0.08620302385290278
HC274	2760	1.564037953830384	0.6675978936306598	na	0.022367346518953203
HC276	5072	2.053858628325782	0.6965745549684994	na	0.03902123112523246
HC281	11196	2.7624461408946557	0.7600889473108723	na	0.06565409139902215
HC283	2267	1.4354354233673328	0.6436052869549307	na	0.013954214081199241
HC285	24757	0.8281219928380344	0.5454763299378844	na	-0.012086301662714356
HC295	6393	1.1987641022912956	0.6140989070397268	na	0.01479703341682873
HC302	2523	1.4134580521364937	0.6374997782667473	na	0.019050808083112988
HC303	1621	19.192712108280357	0.8010925272465556	na	0.08453964881556747
HC308	961	3.5539114300723523e-190	0.6489810814148674	na	-0.0037532055799482846
HC310	33328	1.4631543654993073	0.6429211251217448	na	0.030962944843207597
HC31	3875	1.755592394314197	0.7778797537602399	na	0.022347279637025857
HC322	1265	3.6289603924847023	0.5986665991546324	na	0.024560102328473596
HC326	9739	1.7648086105000533	0.7516727685235935	na	0.031899863358825775
HC328	4990	3.165018686541286	0.8048526817363808	na	0.07007622486760211
HC357	2816	1.7281987571206379	0.6618773921970151	na	-0.0005468206789533494
HC366	1799	1.7469069121177427	0.575727757955268	na	0.0013736832507755582
HC371	4184	1.2687621371642137	0.604373897351843	na	0.014466434113183846
HC376	21683	1.1811088011178879	0.6692847876987542	na	0.01620959719962617
HC382	31742	1.5987462999672812	0.5635610697197964	na	0.06566473140160103
HC385	3008	1.5656993675043664	0.657659705570171	na	-0.006422313149596562
HC386	1454	1.5746390920949058	0.5994859576890625	na	0.0007415769190788792
HC38	3881	5.46149804105339	0.6515312939370258	na	0.061812455335720634
HC396	2005	1.477610530505385	0.5525687897858169	na	-0.006217690226228798
HC398	921	inf	0.545588765477047	na	-0.00807332259810376
HC401	7900	2.1362201656127056	0.6126676492642671	na	0.050676438659659935
HC404	9841	2.5755606445844677e-24	0.6140464236301817	na	0.011524887368726356
HC406	2004	2.99529748445148e-103	0.6575152308293256	na	-0.005258709269640617
HC418	3533	1.4141941053453826	0.6264745004832198	na	-0.007788787438299147
HC41	14921	1.1376872945415049	0.5892205091790188	na	0.017618251064955973
HC422	865	9.938026311900378	0.7367423934850929	na	0.045364492249839475
HC424	1638	1.6119479826932845	0.6280953278111472	na	0.014970788656802157
HC430	4397	2.544556500393525	0.6522623104595369	na	0.04042878546907671
HC431	1501	1.5570079296030765	0.7061763084828883	na	-0.00775965701410351
HC440	10839	2.6995574708095287	0.7621689051446856	na	0.06500863820762307
HC442	6698	1.2103696365649643	0.6962112782827061	na	0.01700790634636445
HC49	15339	1.365344052470778	0.5813250564834145	na	0.03780184152906576
HC4	899	1.7384993004382014	0.6013290289668758	na	0.007570071668649489
HC55	2793	1.838714003820976	0.6971925498376315	na	0.039875833510753855
HC57	3626	1.3407388661571105	0.6623385087703078	na	0.018061579968304153
HC58	1791	0.535308312940362	0.7559501046050379	na	-0.0129955412432165
HC60	7994	1.2420959655023702	0.6104069866067852	na	0.014779482679178868
HC61	15220	1.1177386631652277	0.5555077724411284	na	0.015464447508919654
HC62	1296	2.083638129208953	0.6943624084068445	na	-0.0017776904465585464
HC6	1952	1.6256938487786956	0.5890877150639462	na	0.005938806498817431
HC78	14056	1.1979760313578123	0.637356063394307	na	0.018061828427660524
HC79	4448	1.2995102673776016	0.5313132356415557	na	0.011095522415181532
HC82	1603	0.8773000849227599	0.606972309375881	na	-0.008347687002506368
HC83	4799	1.0857607966870246	0.6151112965768324	na	0.006302586602332237
HC85	4071	1.5340001803535022	0.7358745996833662	na	0.02265541347736835
HC86	9191	1.5696368974266375	0.6540626601930626	na	0.03352091846406635
HC8	1272	2.0132852890795556	0.7192834011180159	na	-0.0005862518207082976
HC95	2889	2.633519729217894	0.5822482134922025	na	0.02835118694293495
HC96	1314	2.888293716133272	0.7738424710133031	na	0.032150109207743645
INI1003063	216174	-0.03486599810144789	na	-0.021340370780982214	-0.029026261611860536
INI1003064	216174	0.1624751310382733	na	0.045518377410923	0.053501865828960125
INI102	223745	0.45082661283997816	na	0.18009530274855817	0.17924145277347786
INI1050	216421	0.13981133189050346	na	0.056537314854169185	0.055653068425753634
INI1060	191163	0.09761584102432505	na	0.02782972771388004	0.02803118248762426
INI1160	234798	0.10176335339636115	na	0.043632938217576245	0.04335992748337382
INI1269	214763	0.05714295821259589	na	0.013909719472568477	0.017214486309877413
INI1279	202234	0.029071713344723346	na	0.010347813381618151	0.017875459375286624
INI1289	229725	0.05441815550722835	na	0.021122422887095135	0.027539061430424765
INI1299	223414	0.03691815725843223	na	0.023548507823097375	0.02722420616474514
INI1309	228536	0.12906556158816263	na	0.05159064896867777	0.05363301140044692
INI1319	217638	0.09135031610490515	na	0.02979501187609966	0.04050867279179896
INI134	235970	0.10839408976038642	na	0.026927854372129446	0.024616478093081144
INI135	235970	0.06983230349440953	na	0.033332979490184086	0.03452972637957202
INI137	235970	0.08679881587206714	na	0.029987305696234486	0.02898318831801735
INI1438	231485	0.10104963018104823	na	0.04051710966367785	0.037516452803734966
INI1458	226727	0.09312729828431063	na	0.04909041184747463	0.05064091641265241
INI1488	229321	0.13592754864343964	na	0.05331750823658678	0.05382684410563329
INI1498	220704	0.13261418378993348	na	0.06365613808008273	0.06143418361137219
INI1528	219806	0.1479663518783816	na	0.052081784419642556	0.0540014512900202
INI1568	169894	0.05985935351959643	na	0.04008708474790136	0.04259103424327718
INI1578	169803	0.016636714923103736	na	0.011471702416361395	0.015922211008213807
INI1588	170142	0.09829826246980375	na	0.04961271974170031	0.033576843697172856
INI1598	169645	-0.021262025383763206	na	0.007130662331144368	0.006660369629523555
INI1608	170126	0.03491412428470948	na	0.013779336793539014	0.02001148154588727
INI1737	177953	0.29618793003990296	na	0.09513753151992838	0.16124271139557467
INI1807	177893	0.06881139032458249	na	0.02491453647653223	0.024743873562382147
INI1845	91604	0.020781182917930473	na	0.024370263627108944	0.01162195767389121
INI1873	232485	0.09478428118886327	na	0.028145294209330755	0.03169744632163448
INI1883	232535	0.06481325426625763	na	0.021952385923817402	0.024481553105541766
INI20015	235504	0.29739833821730066	na	0.1955750551502215	0.14538849165145928
INI20016	95749	0.08636965794590845	na	0.054112624302802684	0.0664199834973443
INI20019	90794	0.09118897124453537	na	0.016791352002470082	0.004593917316527946
INI20022	136873	0.3023588288875137	na	0.11395772565607096	0.11614910029081273
INI20121	6898	0.2608243957973585	na	0.08761312453076352	0.07586849091202193
INI20127	191953	0.11201260662689828	na	0.03604508060730855	0.03784308762177051
INI20150	178944	0.18485876944694313	na	0.09359878969054625	0.06350788751257741
INI20151	178944	0.18862836910048847	na	0.1286987113411602	0.08532719835307573
INI20403	70954	0.027668825762590877	na	0.03993012478172912	0.03484467870362946
INI20405	77213	0.057344308764345556	na	0.031972130831913415	0.018699078121989038
INI20407	42588	0.029677352504800615	na	0.022192744900582886	0.023856531342058715
INI20408	42566	0.1063044002195751	na	0.04856942142651203	0.048533799579874894
INI20409	42558	0.015447073994046432	na	0.020835917371775037	0.01847256170563817
INI20410	3133	0.158363127666708	na	0.13460415572959972	0.07611186487800063
INI20411	77297	0.13097956722059376	na	0.04519735340255728	0.023094571658591044
INI20412	42615	1.0798428618454674	na	0.17288179569848866	0.06061740712466707
INI20413	42539	0.0010553314243339773	na	0.022754711519854635	0.009360394703080895
INI20414	77251	0.05690630838307123	na	0.05444560344259068	0.048218895688872276
INI20416	71118	0.06815354486441988	na	0.04900989662423626	0.039426171526697605
INI20420	18914	0.09181185158274507	na	0.029884024441332147	0.012517731228774014
INI20433	39771	-0.004960592747404914	na	0.024528350070868347	0.02019814577613144
INI20436	40681	0.06397531018092262	na	0.024777521773347973	0.020480734278565175
INI20439	42007	0.01167241238973437	na	0.027187768496525634	0.024895083245620345
INI20453	77240	0.06420685980941361	na	0.02476857888006729	0.02120728497185852
INI20454	15688	-0.006322594744946522	na	0.04388039814901483	0.022585682345092152
INI20461	2953	0.11763294535543839	na	0.09724967233737256	0.06536421304931667
INI20467	3708	0.3320793101846754	na	0.08255160202972096	0.07761108583842635
INI20479	76841	0.12240967220610816	na	0.03194610806075196	0.02874097307208271
INI20485	77049	0.024284573865129503	na	0.025900973978771412	0.020012843279112232
INI20494	34383	0.1433327120128658	na	0.02599570743824639	0.005123978872996144
INI20497	77236	0.033264898144466044	na	0.017400701249808442	0.013700064199505695
INI20498	77231	-0.014344689061165282	na	0.018276860624041304	0.015002836985224114
INI20506	77037	0.052749696221794776	na	0.020724248573169773	0.0008359721329020552
INI20507	76993	0.02836669863598793	na	0.01734307435296784	0.016403853886352765
INI20509	77013	0.047789843847593855	na	0.01647033697085045	0.009144467227858657
INI20511	77238	0.03567215660438016	na	0.01956454796024902	0.0025938626698831643
INI20512	76951	0.12035496977080444	na	0.030030196626664295	0.01996213046393211
INI20513	76742	0.0411571018650083	na	0.03148667943912816	0.0037917790670554995
INI20514	77147	0.019798611215903525	na	0.019505068139884518	0.015476594416276591
INI20515	77104	0.09787762224825308	na	0.024374701990643476	0.016652621764442585
INI20517	77179	0.06091436831439209	na	0.019484193916720308	0.013780564102729412
INI20518	77197	0.09204936659259025	na	0.02596059453574555	0.014192116791065707
INI20520	77010	-0.01193101373347483	na	0.018876003407950787	0.01182389269771582
INI21001	235252	0.4080862809818886	na	0.15125957454645872	0.1461572261761105
INI21002	235326	0.2575941277814755	na	0.1435604420731716	0.1251804278237715
INI21021	94007	0.03369408185336813	na	0.021007524669072335	0.019206534308893745
INI21025	85697	0.05585374078551909	na	0.022994164878296253	0.02233758972935642
INI21033	85282	0.057465572676054136	na	0.025232520529658554	0.023326009455168183
INI21034	85118	0.05948616907917662	na	0.01633293759135839	0.013023103277536252
INI21036	24613	0.06407090423604783	na	0.03239839235348531	0.016757927389992863
INI21037	24460	0.07420188956450915	na	0.032505116505114943	0.01362019742029231
INI21041	85356	0.1010961494530208	na	0.01856680791904801	0.005139486628751558
INI21042	85315	0.11710476409802699	na	0.028597378502829025	0.03130229757908588
INI21043	84756	0.07272530507118685	na	0.031669935821018194	0.03716182843670289
INI21044	85063	0.14209730349769906	na	0.039399228655069514	0.0411038430373011
INI21045	3862	0.7226471089415318	na	0.12679477128141492	0.06457469558186388
INI21051	81959	-0.026563877249534566	na	-0.019785748252244738	-0.015789892135907663
INI21053	83988	0.10745646925226748	na	0.030296672981618228	0.028342680957764606
INI21055	83034	-0.05094303613952955	na	-0.01723784422844143	-0.008816453557389744
INI21056	82512	-0.04553179436322289	na	-0.019719314881059675	-0.018363496690241208
INI21058	75703	-0.0895243544817184	na	-0.018963852005382233	-0.004703820707026646
INI21060	72140	-0.027508754481265645	na	-0.021039019273696176	-0.019344440027266697
INI2149	195764	0.029244872661006855	na	0.016088472401511563	0.06095471055782209
INI22146	13764	0.16119602403542818	na	0.0786937128176266	0.08704827610192399
INI22147	7608	0.09988026514550327	na	0.09851588438335107	0.09097179057042948
INI2217	206206	0.15320211933879457	na	0.08469361428017896	0.08022292123212896
INI22402	2349	0.43154319107394656	na	0.17360246166298327	0.1386357245291413
INI22403	2989	-0.0317995516225164	na	0.09063101714131144	0.055148892809187
