PHE	TRAIN_RAW	TRAIN_RESID	TRAIN_JOINT	TRAIN_COVAR	TEST_RAW	TEST_RESID	TEST_JOINT	TEST_COVAR
INI25384	0.773682402868	0.626497716023	0.644281826492	0.0471902731072	0.190522480569	0.0375371373131	0.0767149765473	0.04026205421
INI25385	0.772551886687	0.638634193102	0.663738498801	0.0690823284843	0.187627500248	0.0376590377854	0.0970940366466	0.0613046145799
INI25386	0.696737758714	0.580907012265	0.653666221017	0.17306014167	0.0878245880957	0.0074995746468	0.176724455455	0.170479791119
INI25387	0.706256137595	0.606378862814	0.679494924892	0.185215962554	0.109033828449	0.0139473317735	0.222076009183	0.211023599825
INI25388	0.729738673959	0.560055911255	0.581491375114	0.0479799081373	0.0453251538458	0.00141620258284	0.0503266881217	0.0489810082285
INI25389	0.729104821655	0.559987848749	0.582190168032	0.0498025340047	0.0484398673604	0.00180505174429	0.0472261353351	0.0455012585099
INI25390	0.728289417555	0.597639235202	0.641220087922	0.107965015776	0.107563741927	0.0164726013098	0.114841419424	0.0997846391619
INI25391	0.65272942581	0.472462604055	0.520694232897	0.0910389895898	0.0845427415818	0.00907815036502	0.104761670519	0.0964709554205
INI25440	0.742961510966	0.554360408975	0.557510794287	0.00638250320631	0.0478411914833	0.00146224294617	0.00433708361528	0.00287424575802
INI25441	0.813906139809	0.669846814698	0.673953182759	0.0109299723881	0.0725073051399	0.00505347267008	0.0156993750267	0.0106741013011
INI25442	0.743131563463	0.608729024402	0.646333933103	0.0958979978012	0.022948854191	-0.000740378442443	0.102865190409	0.103532402519
INI25443	0.750244523814	0.652233339148	0.701015347088	0.140073725196	0.0208766088877	-0.00075353396185	0.142204950705	0.142854265588
INI25444	0.670969013282	0.468744946211	0.491384287038	0.0423345851901	0.0424069359733	0.00163777873961	0.0399251011564	0.0383343481762
INI25445	0.692196718032	0.687411540051	0.782180161545	0.302210607806	0.104800447642	0.00544807590947	0.297198508419	0.293299328905
INI25446	0.788504991543	0.622503292481	0.623747611432	0.00187120929054	0.0475044151722	0.00150812593403	-0.00142047584795	-0.00293904209582
INI25447	0.779109109544	0.607752652888	0.608400440554	0.000866738587298	0.0639029590451	0.00337469839205	0.00714412599979	0.00376970118327
INI25448	0.768139812289	0.590130437873	0.59092520059	0.00140012149668	0.0180502613363	-0.000501758909488	-0.00100543287081	-0.000501309487516
INI25449	0.788388654175	0.621860955896	0.622435589985	0.00111522000947	0.0189636185773	-0.000583922321765	0.00167402431777	0.00225913686254
INI25450	0.711402884801	0.519563386661	0.536709686507	0.0334606904857	0.0303252841315	-0.000147431871746	0.0216593898007	0.021800594319
INI25451	0.73156874681	0.550439500435	0.564877737331	0.0311004518146	0.0337911804869	-7.19582391788e-05	0.0285367351803	0.0286051363698
INI25452	0.786756221693	0.637359171913	0.649255810017	0.0313605624574	0.102189459154	0.00985329563043	0.0522077359331	0.0426527891143
INI25453	0.784165405639	0.629895617947	0.640603875448	0.0272350554385	0.0858839726792	0.00694276606996	0.0444425044282	0.0376782590129
